,GEOID,total_population,white_population,non_white_percent
4906,360810496002,1264,54,95.73
5852,360050181022,1804,77,95.73
3807,360470956002,2414,103,95.73
1536,360050422001,1713,73,95.74
6477,360050211001,1482,63,95.75
973,360050216023,778,33,95.76
2632,360470788011,1086,46,95.76
4013,360050388002,1445,61,95.78
6173,360050209002,972,41,95.78
1876,360050227013,2134,90,95.78
987,360470908002,1116,47,95.79
802,360050151002,1689,71,95.80
3986,360050023002,452,19,95.80
3816,360470974002,1266,53,95.81
1801,360810638001,741,31,95.82
1007,360470990001,1652,69,95.82
996,360470944021,2810,117,95.84
4461,360471130003,1346,56,95.84
4403,360470098003,1899,79,95.84
2095,360810166001,2140,89,95.84
3361,360810972042,914,38,95.84
5838,360050175003,1255,52,95.86
5167,360810502021,1521,63,95.86
3834,360471012001,1184,49,95.86
4130,360471026001,2973,123,95.86
4409,360470102001,2879,119,95.87
3359,360810972021,3460,143,95.87
3015,360810264001,1261,52,95.88
4563,360810460003,2110,87,95.88
1510,360810460002,1967,81,95.88
3250,360470890005,657,27,95.89
787,360050131003,1704,70,95.89
5021,360050444003,974,40,95.89
2732,360810238003,1952,80,95.90
4895,360810484003,1198,49,95.91
6406,360810660001,1493,61,95.91
4810,360471196001,1693,69,95.92
459,360850040032,1326,54,95.93
1381,360810328001,1058,43,95.94
970,360050215023,1503,61,95.94
4162,360471126001,1529,62,95.95
2416,360810186001,1802,73,95.95
3824,360470996002,2174,88,95.95
1157,360471156001,1113,45,95.96
4708,360050430001,1337,54,95.96
2940,360470828001,1065,43,95.96
2077,360810156001,1365,55,95.97
1555,360050458003,174,7,95.98
5537,360050135003,1469,59,95.98
1642,360810484001,1521,61,95.99
4161,360471124003,1649,66,96.00
1000,360470958002,2305,92,96.01
5854,360050181024,1506,60,96.02
2943,360470830002,1360,54,96.03
4222,360810407022,1487,59,96.03
3230,360470878001,983,39,96.03
1632,360810470001,1342,53,96.05
4804,360471188003,1722,68,96.05
3826,360470998002,2077,82,96.05
6399,360810656001,1371,54,96.06
3212,360470856001,1041,41,96.06
2208,360050241003,1347,53,96.07
719,360470728001,2567,101,96.07
4479,360471156003,1195,47,96.07
3523,360470910001,1732,68,96.07
5837,360050175002,1020,40,96.08
968,360050213024,1862,73,96.08
991,360470916003,1148,45,96.08
5795,360810582002,2068,81,96.08
1618,360610224003,1665,65,96.10
672,360050070002,974,38,96.10
3908,360810381002,2849,111,96.10
999,360470956001,1977,77,96.11
852,360470880012,566,22,96.11
2779,360810869002,386,15,96.11
3698,360050379005,1186,46,96.12
1171,360471194002,1316,51,96.12
2770,360810859003,2297,89,96.13
3518,360470902005,646,25,96.13
1162,360471164002,1036,40,96.14
1475,360810363002,1144,44,96.15
1099,360810152002,1327,51,96.16
1502,360810446021,2498,96,96.16
5490,360810540002,1197,46,96.16
4157,360471120002,2318,89,96.16
4553,360810454001,2217,85,96.17
2731,360810238002,1332,51,96.17
4470,360471144002,706,27,96.18
6007,360610210004,1805,69,96.18
2085,360810158023,1547,59,96.19
4568,360810463002,2573,98,96.19
1895,360050235012,972,37,96.19
4017,360050390001,1553,59,96.20
1149,360471122001,2370,90,96.20
4701,360050426005,793,30,96.22
1241,360810202001,1693,64,96.22
2588,360470307001,1642,62,96.22
1681,360050462081,1113,42,96.23
2427,360810194001,1220,46,96.23
5789,360810580001,797,30,96.24
4482,360471160001,904,34,96.24
3402,360050358004,878,33,96.24
3639,360810998011,1417,53,96.26
1496,360810414003,1286,48,96.27
2452,360810792002,1715,64,96.27
2942,360470830001,1210,45,96.28
3836,360471014001,1506,56,96.28
2636,360470790021,1265,47,96.28
2472,360810814001,1588,59,96.28
2294,360470722002,1214,45,96.29
2102,360810171021,27,1,96.30
3542,360470928003,81,3,96.30
848,360470870003,1162,43,96.30
1016,360471078001,1029,38,96.31
4022,360050392002,787,29,96.32
847,360470870001,1060,39,96.32
837,360470828003,1659,61,96.32
4477,360471152003,1363,50,96.33
2461,360810797024,1669,61,96.35
1104,360810166002,1260,46,96.35
1174,360471200001,1261,46,96.35
1227,360810174002,1373,50,96.36
2100,360810170001,1429,52,96.36
1426,360050394004,935,34,96.36
3416,360050364003,798,29,96.37
3464,360470361003,1129,41,96.37
3902,360810377001,2509,91,96.37
5596,360470185014,887,32,96.39
2296,360470726001,2582,93,96.40
3527,360470916001,1196,43,96.40
4811,360471196003,1922,69,96.41
2075,360810154002,1393,50,96.41
1151,360471134003,921,33,96.42
3997,360050028004,1402,50,96.43
6096,360810626001,673,24,96.43
4825,360471220002,3619,129,96.44
1429,360050396004,786,28,96.44
849,360470872003,1432,51,96.44
6395,360810654012,1012,36,96.44
6112,360810638005,675,24,96.44
1232,360810182002,1154,41,96.45
4700,360050426003,929,33,96.45
3812,360470966001,1267,45,96.45
6724,360810150001,1158,41,96.46
4459,360471130001,650,23,96.46
3895,360810373001,1498,53,96.46
4905,360810496001,1273,45,96.47
6394,360810654011,1105,39,96.47
2299,360470732001,1162,41,96.47
4140,360471070011,3543,125,96.47
1483,360810398001,854,30,96.49
5491,360810540003,1485,52,96.50
4486,360471164001,1143,40,96.50
5300,360050462084,1144,40,96.50
4578,360810468002,2524,88,96.51
2767,360810857003,2269,79,96.52
1392,360050358003,1034,36,96.52
1010,360471028011,1754,61,96.52
2455,360810797012,3309,115,96.52
2226,360050251002,1008,35,96.53
3996,360050028003,1124,39,96.53
5015,360050436002,1125,39,96.53
35,360470179001,1417,49,96.54
961,360050210023,723,25,96.54
139,360810814002,1362,47,96.55
2926,360470814001,1537,53,96.55
4557,360810455006,87,3,96.55
3613,360810330005,1249,43,96.56
2641,360470792022,1075,37,96.56
1236,360810192001,1221,42,96.56
2218,360050245023,1688,58,96.56
4816,360471202001,1052,36,96.58
6151,360050197004,825,28,96.61
3705,360050382001,1539,52,96.62
1548,360050442004,829,28,96.62
4487,360471164003,1096,37,96.62
3179,360470343003,1691,57,96.63
2300,360470732002,1011,34,96.64
3519,360470906001,952,32,96.64
4365,360050408001,714,24,96.64
4006,360050386005,893,30,96.64
3235,360470882003,1280,43,96.64
4466,360471134002,983,33,96.64
3234,360470882001,2149,72,96.65
2449,360810790001,1403,47,96.65
3817,360470982001,2212,74,96.65
3504,360470381002,2307,77,96.66
3003,360810254022,1859,62,96.66
3514,360470900006,872,29,96.67
1373,360810306004,1266,42,96.68
2448,360810788002,844,28,96.68
2083,360810158021,1447,48,96.68
988,360470910002,1421,47,96.69
1517,360050404001,1852,61,96.71
1542,360050426004,729,24,96.71
3249,360470890004,1701,56,96.71
5489,360810540001,1950,64,96.72
855,360470892004,825,27,96.73
3236,360470882004,1837,60,96.73
1006,360470986002,1229,40,96.75
2928,360470816002,1567,51,96.75
4008,360050386007,1168,38,96.75
1393,360050358005,830,27,96.75
5020,360050444001,1108,36,96.75
2302,360470734002,1018,33,96.76
2459,360810797022,1297,42,96.76
2228,360050251004,803,26,96.76
5023,360050448002,805,26,96.77
1467,360610191000,31,1,96.77
564,360050028002,1894,61,96.78
5791,360810580003,964,31,96.78
981,360470898001,967,31,96.79
2625,360470780001,1030,33,96.80
2936,360470824002,1156,37,96.80
149,360810853001,1756,56,96.81
4817,360471208011,880,28,96.82
3709,360050383032,1800,57,96.83
3825,360470998001,2157,68,96.85
6005,360610210001,1144,36,96.85
4894,360810484002,1182,37,96.87
2959,360470852001,32,1,96.88
2756,360810849021,2241,70,96.88
224,360810972043,802,25,96.88
4003,360050386002,1164,36,96.91
2436,360810204002,1229,38,96.91
3399,360050356001,1100,34,96.91
1076,360810108002,1715,53,96.91
4566,360810462002,2767,85,96.93
1410,360050380001,1141,35,96.93
6103,360810632002,1538,47,96.94
982,360470900002,558,17,96.95
1498,360810440002,1217,37,96.96
990,360470912003,2870,87,96.97
3239,360470884003,2049,62,96.97
6447,360850040031,1752,53,96.97
4481,360471158002,1124,34,96.98
1430,360050398001,1325,40,96.98
153,360810869001,1957,59,96.99
2103,360810172002,767,23,97.00
5177,360810512002,1103,33,97.01
6678,360610242002,1306,39,97.01
4464,360471132002,1240,37,97.02
718,360470724002,872,26,97.02
3297,360810278002,1510,45,97.02
992,360470918002,940,28,97.02
1159,360471158003,1078,32,97.03
1021,360471106002,2056,61,97.03
4033,360050396003,1461,43,97.06
6401,360810656003,2800,82,97.07
4485,360471162002,687,20,97.09
3506,360470894001,825,24,97.09
2947,360470832002,1036,30,97.10
5304,360050484011,1486,43,97.11
4915,360810500002,2913,84,97.12
4489,360471166003,1250,36,97.12
4460,360471130002,1218,35,97.13
1840,360470900003,836,24,97.13
4149,360471104002,1568,45,97.13
4283,360811205001,1606,46,97.14
4916,360810502011,1678,48,97.14
2447,360810788001,1158,33,97.15
2082,360810158013,1334,38,97.15
3400,360050358001,1583,45,97.16
1543,360050428001,985,28,97.16
4037,360050398003,880,25,97.16
2080,360810158011,1268,36,97.16
2094,360810164002,2008,57,97.16
4483,360471160002,916,26,97.16
4126,360471016001,1551,44,97.16
980,360470896002,1839,52,97.17
3606,360810328003,886,25,97.18
791,360050135001,781,22,97.18
1521,360050406001,1704,48,97.18
6412,360810664022,1281,36,97.19
3009,360810260002,1604,45,97.19
3330,360810294005,1498,42,97.20
4907,360810496003,714,20,97.20
4143,360471078002,1109,31,97.20
257,360470303001,2006,56,97.21
1147,360471116001,2186,61,97.21
3511,360470898002,1362,38,97.21
4160,360471124002,1257,35,97.22
1103,360810164001,1298,36,97.23
5792,360810580004,687,19,97.23
3673,360050368001,1194,33,97.24
48,360810664012,1523,42,97.24
4351,360050404003,908,25,97.25
1839,360470856003,1418,39,97.25
3609,360810330001,2184,60,97.25
3533,360470920003,1058,29,97.26
842,360470858002,1316,36,97.26
2105,360810176001,1098,30,97.27
853,360470882002,1538,42,97.27
3821,360470988002,1392,38,97.27
994,360470938002,1136,31,97.27
6085,360810616022,623,17,97.27
1473,360810358003,1173,32,97.27
57,360810682001,770,21,97.27
3512,360470900001,624,17,97.28
5196,360810532001,1103,30,97.28
2760,360810853004,1289,35,97.28
6086,360810618001,739,20,97.29
5817,360810600001,1223,33,97.30
2451,360810792001,1002,27,97.31
5171,360810506002,929,25,97.31
1261,360810254021,2120,57,97.31
995,360470944012,968,26,97.31
3252,360470892002,1081,29,97.32
4818,360471208012,1007,27,97.32
4627,360050061003,1158,31,97.32
856,360470894003,974,26,97.33
4247,360810440001,1463,39,97.33
3469,360470363002,1801,48,97.33
5173,360810508001,1276,34,97.34
2078,360810156002,1845,49,97.34
1161,360471162003,873,23,97.37
2081,360810158012,1215,32,97.37
5807,360810592001,1186,31,97.39
2107,360810178002,995,26,97.39
1175,360471202002,920,24,97.39
3242,360470886003,1840,48,97.39
5814,360810596002,731,19,97.40
3589,360810306005,1739,45,97.41
2429,360810198001,1125,29,97.42
1017,360471078004,1011,26,97.43
5192,360810526002,976,25,97.44
3539,360470924003,782,20,97.44
4163,360471126002,1372,35,97.45
3403,360050358006,1098,28,97.45
5170,360810506001,706,18,97.45
1420,360050390002,1770,45,97.46
1631,360610236004,4251,108,97.46
5804,360810590001,1182,30,97.46
3217,360470862002,1262,32,97.46
1428,360050396001,987,25,97.47
3808,360470958001,1465,37,97.47
3796,360470934002,1230,31,97.48
3605,360810328002,716,18,97.49
1263,360810258002,963,24,97.51
4032,360050396002,1251,31,97.52
3541,360470928002,1415,35,97.53
664,360050061002,2188,54,97.53
3221,360470866003,1136,28,97.54
4009,360050386008,812,20,97.54
2473,360810814003,1138,28,97.54
3219,360470864002,1304,32,97.55
2629,360470786011,1184,29,97.55
5307,360050484021,41,1,97.56
3246,360470890001,1316,32,97.57
1365,360810284001,2437,59,97.58
5815,360810598002,1116,27,97.58
3540,360470928001,1365,33,97.58
3316,360810288011,1449,35,97.58
4703,360050428002,1245,30,97.59
1667,360810548001,1205,29,97.59
4709,360470108012,1666,40,97.60
3505,360470892003,1128,27,97.61
3679,360050370001,963,23,97.61
2430,360810198002,1466,35,97.61
3224,360470870002,1348,32,97.63
3602,360810320003,1526,36,97.64
1399,360050364001,1019,24,97.64
1650,360810508002,808,19,97.65
1160,360471160003,810,19,97.65
4238,360810432001,1280,30,97.66
3218,360470864001,1195,28,97.66
56,360810680002,1538,36,97.66
2958,360470848002,815,19,97.67
3538,360470924002,1074,25,97.67
4462,360471130004,1246,29,97.67
6413,360810664031,1462,34,97.67
5016,360050442001,776,18,97.68
2954,360470840001,1121,26,97.68
818,360470780002,1167,27,97.69
3525,360470912001,1649,38,97.70
997,360470946003,654,15,97.71
5174,360810510001,876,20,97.72
3317,360810288012,1491,34,97.72
3304,360810282001,1801,41,97.72
3803,360470950001,1582,36,97.72
3827,360471004001,2901,66,97.72
1417,360050388001,1496,34,97.73
1226,360810172001,1457,33,97.74
6101,360810630001,972,22,97.74
4809,360471194003,1636,37,97.74
3699,360050380002,799,18,97.75
3231,360470878003,1516,34,97.76
2450,360810790002,1472,33,97.76
1179,360471220001,2550,57,97.76
3617,360810334012,2795,62,97.78
1482,360810394001,1264,28,97.78
2626,360470782001,1492,33,97.79
4350,360050404002,770,17,97.79
2757,360810849022,2225,49,97.80
4463,360471132001,1182,26,97.80
3513,360470900004,1001,22,97.80
4007,360050386006,1002,22,97.80
3806,360470954003,1552,34,97.81
2104,360810174001,1050,23,97.81
3223,360470868003,1461,32,97.81
3211,360470854002,1096,24,97.81
3240,360470886001,1235,27,97.81
2420,360810188001,1510,33,97.81
3473,360470365011,2107,46,97.82
286,360470343004,1426,31,97.83
1368,360810294001,1381,30,97.83
5168,360810504001,1154,25,97.83
6653,360610236005,1570,34,97.83
4702,360050426006,1063,23,97.84
3244,360470888002,1297,28,97.84
6097,360810626003,796,17,97.86
4229,360810414001,2581,55,97.87
1020,360471104003,1039,22,97.88
3800,360470944013,992,21,97.88
3899,360810376002,1512,32,97.88
5185,360810518002,1139,24,97.89
3214,360470860001,1192,25,97.90
3917,360810394003,918,19,97.93
6084,360810616021,779,16,97.95
3020,360810266001,1949,40,97.95
4248,360810440003,2103,43,97.96
1787,360810606001,639,13,97.97
6429,360810682002,492,10,97.97
1651,360810510002,740,15,97.97
3818,360470984001,2074,42,97.97
3612,360810330004,1334,27,97.98
1372,360810306002,546,11,97.99
1652,360810512001,995,20,97.99
5824,360810612002,800,16,98.00
6117,360810646001,1701,34,98.00
3616,360810334011,1401,28,98.00
6730,360810694002,2002,40,98.00
3237,360470884001,1755,35,98.01
1154,360471144004,602,12,98.01
6427,360810680003,1660,33,98.01
3805,360470954002,2165,43,98.01
3401,360050358002,1365,27,98.02
1541,360050426001,1669,33,98.02
3588,360810306003,1320,26,98.03
1380,360810320004,918,18,98.04
2946,360470832001,1326,26,98.04
1481,360810376004,1483,29,98.04
1177,360471208022,768,15,98.05
1546,360050430002,717,14,98.05
998,360470954001,1439,28,98.05
5189,360810524002,977,19,98.06
984,360470902001,1084,21,98.06
5188,360810522001,1605,31,98.07
1228,360810178001,1089,21,98.07
1239,360810198003,1091,21,98.08
4239,360810434001,1717,33,98.08
839,360470850001,1509,29,98.08
3918,360810398002,834,16,98.08
1550,360050448001,1202,23,98.09
2949,360470834002,889,17,98.09
6080,360810614001,1205,23,98.09
1176,360471208013,1050,20,98.10
3248,360470890003,683,13,98.10
3319,360810288022,1000,19,98.10
3318,360810288021,952,18,98.11
3611,360810330003,1485,28,98.11
985,360470902004,849,16,98.12
1379,360810320001,1825,34,98.14
2084,360810158022,1613,30,98.14
717,360470722001,1679,31,98.15
5178,360810512003,650,12,98.15
1237,360810194002,1795,33,98.16
3515,360470900007,492,9,98.17
5203,360810538001,822,15,98.18
3528,360470916002,1153,21,98.18
1349,360810262001,1652,30,98.18
5306,360050484013,1543,28,98.19
1789,360810618002,997,18,98.19
1549,360050444002,887,16,98.20
1794,360810626002,1220,22,98.20
4218,360810404004,1119,20,98.21
3532,360470920002,1679,30,98.21
2425,360810190002,1292,23,98.22
3220,360470866002,1015,18,98.23
2410,360810184022,1130,20,98.23
1790,360810620001,1419,25,98.24
1489,360810404002,1478,26,98.24
2952,360470838001,1194,21,98.24
5302,360050462092,1197,21,98.25
2953,360470838002,1032,18,98.26
1351,360810270001,1960,34,98.27
1660,360810528001,1563,27,98.27
3328,360810294002,1291,22,98.30
3900,360810376003,999,17,98.30
1784,360810598001,648,11,98.30
3238,360470884002,1709,29,98.30
3510,360470896003,1366,23,98.32
6426,360810680001,1010,17,98.32
3471,360470363004,1311,22,98.32
2428,360810196001,1791,30,98.32
3884,360810358001,838,14,98.33
5017,360050442002,779,13,98.33
4820,360471208021,3002,50,98.33
2956,360470846001,1082,18,98.34
2948,360470834001,844,14,98.34
3916,360810394002,1150,19,98.35
50,360810664033,1280,21,98.36
6120,360810650002,1468,24,98.37
2627,360470782002,2589,42,98.38
4395,360470094012,1550,25,98.39
4699,360050426002,1799,29,98.39
1663,360810534011,1055,17,98.39
5202,360810536012,687,11,98.40
3509,360470896001,876,14,98.40
4415,360470106021,1391,22,98.42
1480,360810376001,1077,17,98.42
1238,360810196002,1331,21,98.42
5790,360810580002,1141,18,98.42
5182,360810516001,761,12,98.42
5201,360810536011,891,14,98.43
3034,360810272002,1083,17,98.43
3002,360810254012,1545,24,98.45
3814,360470968002,775,12,98.45
1357,360810276001,1365,21,98.46
3901,360810376005,1302,20,98.46
3891,360810366002,1505,23,98.47
4230,360810414002,659,10,98.48
4002,360050386001,1123,17,98.49
2634,360470788021,1328,20,98.49
6091,360810622001,1010,15,98.51
1387,360810352001,1281,19,98.52
846,360470868001,1015,15,98.52
1369,360810294004,1290,19,98.53
4144,360471078003,963,14,98.55
3006,360810258001,1326,19,98.57
3016,360810264002,1475,21,98.58
3507,360470894002,1054,15,98.58
1476,360810366001,1498,21,98.60
6726,360810690002,1863,26,98.60
5034,360050460002,651,9,98.62
3245,360470888003,1384,19,98.63
5193,360810530001,948,13,98.63
1658,360810524001,968,13,98.66
6092,360810622002,969,13,98.66
3535,360470922001,982,13,98.68
4232,360810424001,908,12,98.68
2426,360810192002,1138,15,98.68
4036,360050398002,1142,15,98.69
2945,360470830004,1679,22,98.69
1797,360810630002,630,8,98.73
3801,360470944014,717,9,98.74
148,360810849012,400,5,98.75
5813,360810596001,642,8,98.75
3038,360810274001,1927,24,98.75
6102,360810632001,723,9,98.76
3893,360810368001,1220,15,98.77
3508,360470894004,981,12,98.78
4213,360810402002,741,9,98.79
6118,360810646002,1324,16,98.79
2944,360470830003,1918,23,98.80
3914,360810384001,1370,16,98.83
2955,360470840002,1203,14,98.84
5820,360810606002,689,8,98.84
1234,360810184011,2174,25,98.85
3001,360810254011,2354,27,98.85
3819,360470986001,1585,18,98.86
5186,360810520001,1593,18,98.87
1774,360810582003,1167,13,98.89
3529,360470916004,1812,20,98.90
3545,360470932001,1277,14,98.90
3621,360810334042,2374,26,98.90
5204,360810538002,826,9,98.91
3802,360470946001,742,8,98.92
4209,360810400002,766,8,98.96
3329,360810294003,1263,13,98.97
6729,360810694001,1602,16,99.00
1655,360810516002,1308,13,99.01
1485,360810400001,708,7,99.01
6428,360810680004,1012,10,99.01
3308,360810284002,1329,13,99.02
